Variable,FED002_041323_00.CSV,FED002_041423_00.CSV,FED004_041323_00.CSV,FED004_041423_00.CSV,FED006_041323_00.CSV,FED006_041423_00.CSV,FED008_041323_00.CSV,FED008_041423_00.CSV,FED010_041323_00.CSV,FED010_041423_00.CSV,Average,STD
Pellets Taken,3.0,29.0,48.0,26.0,61.0,57.0,43.0,34.0,68.0,90.0,45.9,24.6326341804255
Pellets Taken (Night),0.0,15.0,31.0,4.0,48.0,43.0,28.0,25.0,47.0,74.0,31.5,22.426422907910315
Pellets Taken (Day),3.0,14.0,17.0,22.0,13.0,14.0,15.0,9.0,21.0,16.0,14.4,5.501514942874069
Pellets per Hour,0.1417955518210225,1.2991699747383616,2.1540494384263473,1.0979600933735292,2.7111111111111112,2.4881473487650205,1.8965939720656704,1.4869527187910005,3.094542834388866,3.7740684224626966,2.0144391465943627,1.061583135297634
Pellets per Hour (Night),0.0,1.2717552577659499,2.703619361403169,0.3489640130861505,3.680432791633831,3.476073922709002,2.3407565659614984,2.1473051320592655,3.957339320797081,6.087473150221654,2.6013719515637606,1.8200712623820061
Pellets per Hour (Day),0.3161870187662851,1.3298854820834871,1.571527617286804,1.8006547835576572,1.3744897060119239,1.3284833148821762,1.4005238996809917,0.8019206494567235,2.0797227036395145,1.368593627485922,1.3371988802851484,0.48950618042437605
Number of Meals,2.0,23.0,37.0,24.0,50.0,44.0,38.0,31.0,46.0,64.0,35.9,17.136381051889444
Number of Meals (Night),,11.0,23.0,3.0,40.0,32.0,24.0,23.0,31.0,52.0,26.555555555555557,14.60403292853648
Number of Meals (Day),2.0,12.0,14.0,21.0,10.0,12.0,14.0,8.0,17.0,12.0,12.2,5.094659513211413
Average Pellets per Meal,1.0,1.2173913043478262,1.2702702702702702,1.0416666666666667,1.2,1.2727272727272727,1.105263157894737,1.064516129032258,1.4565217391304348,1.390625,1.2018981540069467,0.15093607216420038
Average Pellets per Meal (Night),,1.3636363636363635,1.3478260869565217,1.3333333333333333,1.2,1.34375,1.1666666666666667,1.0869565217391304,1.5483870967741935,1.4230769230769231,1.312625888020348,0.14050656470076625
Average Pellets per Meal (Day),1.0,1.0833333333333333,1.1428571428571428,1.0,1.2,1.0833333333333333,1.0,1.0,1.2352941176470589,1.25,1.0994817927170868,0.1017590307930394
% Pellets within Meals,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
% Pellets within Meals (Night),0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,31.622776601683793
% Pellets within Meals (Day),100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Total Pokes,129.0,51.0,76.0,88.0,168.0,101.0,81.0,96.0,149.0,126.0,106.5,35.92971534043158
Total Pokes (Night),94.0,25.0,46.0,28.0,122.0,55.0,44.0,50.0,81.0,85.0,63.0,31.272991542223778
Total Pokes (Day),34.0,25.0,29.0,59.0,45.0,45.0,36.0,45.0,67.0,40.0,42.5,12.91209596549771
Correct Pokes (%),0.006201550387596899,0.006666666666666667,0.006973684210526316,0.007272727272727273,0.0052976190476190475,0.0066336633663366335,0.006172839506172839,0.006458333333333333,0.0065100671140939596,0.008333333333333333,0.00665204842384063,0.0007916730030759901
Correct Pokes (%) (Night),72.3404255319149,76.0,69.56521739130434,82.14285714285714,55.73770491803278,85.45454545454545,70.45454545454545,74.0,76.5432098765432,89.41176470588236,75.16502704756256,9.430643994892216
Correct Pokes (%) (Day),41.17647058823529,68.0,75.86206896551724,71.1864406779661,51.11111111111111,44.44444444444444,58.333333333333336,60.0,52.23880597014925,77.5,59.985267509075676,12.846600678038957
Recording Duration (Hours),21.157222222222224,22.321944444444444,22.28361111111111,23.68027777777778,22.5,22.90861111111111,22.67222222222222,22.865555555555556,21.974166666666665,23.846944444444443,22.621055555555554,0.78521799372406
Battery Change (V),-0.040000000000000036,-0.02999999999999936,-0.040000000000000036,-0.03000000000000025,-0.05000000000000071,-0.02999999999999936,-0.04999999999999982,-0.03000000000000025,-0.04999999999999982,-0.05999999999999961,-0.040999999999999925,0.011005049346146161
Battery Rate (V/hour),-0.001890607357613635,-0.0013439689393844835,-0.0017950411986886244,-0.0012668770308156211,-0.002222222222222254,-0.0013095512361920882,-0.00220534182798333,-0.0013120171048155995,-0.0022753991429329814,-0.0025160456149751144,-0.0018137071675623732,0.00047824986649790195
Motor Turns (Mean),2.0,1.5862068965517242,1.5625,1.6153846153846154,1.7049180327868851,1.8070175438596492,1.627906976744186,1.5588235294117647,1.2941176470588236,1.511111111111111,1.626798635290876,0.18632561824162713
Motor Turns (Median),2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.5,1.0,1.0,1.45,0.49721446300587663
Motor Turns Above 10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
